consumer_id,dob,primary_state,fico8,vantage4,score_date,tradelines_total,tradelines_open,revolving_limit_sum,revolving_balance_sum,revolving_utilization,total_balance_sum,delinq_24mo_count,worst_delinq_24mo,inquiries_12mo_hard,inquiries_12mo_soft,has_collection,collection_balance_total,has_bankruptcy,bankruptcy_most_recent,months_since_oldest_account,avg_account_age_months
C0615,1973-09-07,IN,507,554,2025-10-05,3,0,2000,770.63,0.3853,132400.61,8,3,2,1,0,0,0,,186,128.0
C0616,1985-11-16,TN,792,571,2025-10-05,3,1,1000,316.75,0.3167,236264.75,8,3,1,1,0,0,0,,180,124.0
C0617,1989-06-06,MA,671,714,2025-10-05,2,0,0,0.0,0.0,44326.59,2,3,1,1,0,0,0,,138,112.5
C0618,1999-06-18,VA,663,583,2025-10-05,4,1,30000,27894.71,0.9298,500318.49,12,3,1,1,0,0,0,,172,114.8
C0619,1981-10-16,AZ,545,771,2025-10-05,2,2,1000,872.46,0.8725,3813.16,8,3,1,2,0,0,0,,94,56.0
C0620,1980-05-18,GA,623,536,2025-10-05,2,0,0,0.0,0.0,11301.88,7,3,1,0,0,0,0,,120,99.5
C0621,1979-05-25,GA,714,567,2025-10-05,2,0,40000,28061.07,0.7015,28061.07,4,3,0,1,0,0,0,,70,44.5
C0622,1978-12-23,CO,592,789,2025-10-05,4,0,0,0.0,0.0,197794.37,8,3,1,0,0,0,0,,147,90.0
C0623,1985-08-12,IN,793,775,2025-10-05,4,1,40000,28525.88,0.7131,34298.48,13,3,0,1,0,0,0,,110,52.8
C0624,1982-05-04,MO,524,747,2025-10-05,3,1,1000,898.05,0.898,107933.33,2,2,1,1,0,0,0,,122,111.7
C0625,1999-07-13,VA,590,716,2025-10-05,3,1,5000,4694.94,0.939,226010.83,7,2,3,0,0,0,0,,139,124.3
C0626,1974-05-02,GA,487,606,2025-10-05,2,0,0,0.0,0.0,438055.89,6,2,1,0,0,0,0,,159,143.5
C0627,1970-06-15,NJ,647,776,2025-10-05,4,2,2000,1040.07,0.52,496541.17,6,3,0,1,0,0,0,,163,99.0
C0628,1995-04-07,IN,782,773,2025-10-05,3,1,0,0.0,0.0,121000.65,6,3,1,1,1,811,0,,105,71.0
C0629,1982-09-23,NJ,693,500,2025-10-05,2,0,20000,10301.91,0.5151,19410.46,11,3,0,0,0,0,0,,170,130.0
C0630,1973-02-20,MO,738,697,2025-10-05,3,0,60000,40034.5,0.6672,43948.53,9,3,3,0,0,0,0,,159,137.7
C0631,1980-04-02,TN,725,711,2025-10-05,4,0,2000,110.56,0.0553,316205.69,8,3,0,1,1,1596,0,,115,75.0
C0632,1979-11-08,NY,603,765,2025-10-05,3,0,0,0.0,0.0,12170.39,7,3,1,2,0,0,0,,134,105.7
C0633,1971-07-11,CO,688,547,2025-10-05,3,1,20000,3816.51,0.1908,315825.33,14,3,0,0,0,0,0,,182,135.7
C0634,1971-11-25,IL,631,526,2025-10-05,2,0,31000,3095.15,0.0998,3095.15,6,2,0,0,0,0,0,,24,18.0
C0635,1965-09-06,MI,725,562,2025-10-05,4,0,0,0.0,0.0,155791.48,15,3,0,0,0,0,0,,153,128.0
C0636,1995-08-21,AZ,772,712,2025-10-05,3,1,10000,2057.75,0.2058,8518.17,9,3,1,1,0,0,0,,173,71.3
C0637,1983-06-10,NY,550,574,2025-10-05,3,1,0,0.0,0.0,437233.03,10,3,0,0,0,0,0,,133,54.7
C0638,1970-11-19,OH,800,480,2025-10-05,3,1,5000,1958.52,0.3917,235691.61,8,2,1,1,0,0,0,,133,94.0
C0639,1999-12-24,NY,677,751,2025-10-05,4,0,30000,14106.68,0.4702,344731.94,11,3,1,0,0,0,0,,165,106.2
C0640,1976-07-27,WA,631,618,2025-10-05,4,2,20000,17703.43,0.8852,420320.54,11,3,0,3,0,0,0,,176,104.8
C0641,1967-07-26,CO,521,508,2025-10-05,3,0,2000,497.64,0.2488,179667.63,3,2,1,2,0,0,0,,110,63.0
C0642,1976-12-28,GA,506,676,2025-10-05,3,0,2000,536.2,0.2681,335740.82,7,3,1,2,0,0,0,,180,167.0
C0643,1967-01-10,MO,718,667,2025-10-05,4,0,6000,4937.77,0.823,25535.47,12,3,0,0,0,0,0,,140,76.8
C0644,1971-06-10,MA,569,767,2025-10-05,2,0,0,0.0,0.0,28678.02,5,2,2,1,0,0,0,,122,110.0
C0645,1999-09-16,IL,550,602,2025-10-05,4,1,30000,27545.86,0.9182,49098.81,16,3,0,1,0,0,0,,188,88.2
C0646,1997-08-09,AZ,724,595,2025-10-05,3,0,10000,470.94,0.0471,13249.63,9,3,0,1,0,0,0,,104,51.7
C0647,1972-06-06,MA,660,737,2025-10-05,2,0,0,0.0,0.0,147220.25,6,3,0,0,0,0,0,,162,110.0
C0648,1981-12-06,CA,621,512,2025-10-05,4,2,0,0.0,0.0,405224.97,12,2,2,1,0,0,0,,187,110.5
C0649,1986-05-19,AZ,656,728,2025-10-05,2,0,10000,9122.89,0.9123,442155.67,9,3,0,3,0,0,0,,67,47.0
C0650,1976-10-28,PA,720,711,2025-10-05,4,1,20000,7012.31,0.3506,89034.08,10,3,1,0,0,0,0,,101,60.5
C0651,1992-09-11,TX,513,714,2025-10-05,4,1,0,0.0,0.0,76802.75,8,3,0,0,0,0,0,,125,88.5
C0652,1990-11-04,WA,521,571,2025-10-05,4,0,2000,1145.77,0.5729,719750.58,13,3,1,0,0,0,0,,159,111.2
C0653,1973-08-11,OH,519,564,2025-10-05,2,0,0,0.0,0.0,158656.35,6,3,1,2,0,0,0,,160,107.0
C0654,1965-05-13,OH,537,734,2025-10-05,3,1,0,0.0,0.0,20623.59,10,3,1,0,0,0,0,,158,91.0
C0655,1993-05-11,GA,584,630,2025-10-05,4,0,30000,29170.07,0.9723,80650.55,10,3,0,2,0,0,0,,134,105.0
C0656,2002-12-19,CA,757,722,2025-10-05,4,3,5000,3945.01,0.789,139452.09,12,3,0,0,0,0,0,,131,97.5
C0657,1981-11-12,OH,695,490,2025-10-05,2,0,20000,10864.69,0.5432,186216.15,7,2,1,2,0,0,0,,187,181.0
C0658,1968-11-04,MA,576,491,2025-10-05,3,1,40000,26587.95,0.6647,187657.76,8,3,2,1,0,0,0,,63,42.3
C0659,1984-03-13,TN,746,690,2025-10-05,4,1,5000,4003.07,0.8006,448712.71,9,3,1,0,0,0,0,,186,121.8
C0660,1984-12-04,GA,647,783,2025-10-05,4,1,12000,1628.31,0.1357,16432.67,12,3,1,1,0,0,0,,172,124.5
C0661,1988-10-08,OH,714,770,2025-10-05,4,1,0,0.0,0.0,425145.21,10,3,3,0,0,0,0,,150,47.0
C0662,1973-08-05,MA,636,613,2025-10-05,2,0,1000,404.31,0.4043,9730.59,5,2,0,0,1,2169,0,,173,132.5
C0663,1988-07-23,IN,727,627,2025-10-05,3,1,10000,930.83,0.0931,182558.58,7,3,0,0,0,0,0,,149,57.0
C0664,1995-09-26,AZ,555,625,2025-10-05,3,0,3000,838.56,0.2795,4230.34,5,2,1,0,0,0,0,,98,74.0
C0665,1980-11-25,WI,565,754,2025-10-05,2,0,0,0.0,0.0,487959.33,6,3,1,0,0,0,0,,134,72.0
C0666,1970-09-15,TN,573,558,2025-10-05,4,0,32000,18579.49,0.5806,36686.83,13,3,0,3,0,0,0,,111,51.5
C0667,1988-02-19,FL,601,501,2025-10-05,3,0,1000,418.31,0.4183,237048.1,7,3,0,0,0,0,0,,134,58.0
C0668,1968-09-17,AZ,774,705,2025-10-05,2,1,2000,1351.53,0.6758,179610.65,6,2,1,1,0,0,0,,176,174.5
C0669,2001-09-05,WA,669,585,2025-10-05,2,0,32000,7578.05,0.2368,7578.05,2,3,0,2,0,0,0,,58,29.0
C0670,1985-09-15,FL,642,555,2025-10-05,2,0,1000,308.67,0.3087,423936.18,5,3,2,0,0,0,0,,160,80.0
C0671,1978-12-19,CO,709,753,2025-10-05,2,0,0,0.0,0.0,18789.69,6,3,0,0,0,0,0,,105,81.5
C0672,1970-09-15,NY,542,687,2025-10-05,2,0,40000,27666.36,0.6917,27666.36,6,3,1,2,0,0,0,,68,45.5
C0673,1994-03-17,MI,554,643,2025-10-05,4,0,10000,647.77,0.0648,514417.55,12,3,0,0,0,0,0,,131,53.5
C0674,1994-10-02,IN,482,631,2025-10-05,3,0,0,0.0,0.0,19410.14,7,3,1,0,1,2387,0,,141,111.0
C0675,1994-11-26,GA,628,769,2025-10-05,2,0,30000,4876.38,0.1625,181119.94,3,3,3,0,0,0,0,,100,75.0
C0676,1966-07-09,CA,653,725,2025-10-05,4,1,36000,21809.23,0.6058,21809.23,13,3,0,1,0,0,0,,114,80.5
C0677,1978-10-03,NY,551,637,2025-10-05,4,0,35000,6614.58,0.189,299196.64,14,3,0,0,0,0,0,,163,77.0
C0678,1992-06-23,TX,685,708,2025-10-05,3,0,0,0.0,0.0,276461.47,8,3,0,0,0,0,0,,81,46.7
C0679,1999-01-03,CO,527,508,2025-10-05,3,0,0,0.0,0.0,288572.43,12,3,1,0,0,0,0,,35,31.0
C0680,1967-05-14,WA,778,622,2025-10-05,3,1,1000,471.13,0.4711,12870.2,6,3,1,2,0,0,0,,127,87.3
C0681,1973-11-24,MI,491,755,2025-10-05,2,1,40000,13135.97,0.3284,13135.97,7,3,0,0,0,0,0,,130,74.0
C0682,1988-07-15,PA,524,579,2025-10-05,4,0,20000,13281.19,0.6641,56621.01,10,3,0,0,0,0,0,,159,67.8
C0683,1989-02-22,IN,642,664,2025-10-05,3,1,20000,8857.21,0.4429,255978.22,4,3,2,1,0,0,0,,133,69.7
C0684,1973-11-28,VA,555,669,2025-10-05,4,1,30000,9913.06,0.3304,146407.48,13,3,1,1,0,0,0,,174,85.5
C0685,1972-03-18,PA,670,625,2025-10-05,3,1,1000,776.32,0.7763,428779.7,6,3,1,0,0,0,0,,155,88.3
C0686,1998-03-24,OH,659,708,2025-10-05,2,0,21000,1424.31,0.0678,1424.31,6,3,2,0,0,0,0,,120,87.5
C0687,1965-01-10,MA,590,692,2025-10-05,3,1,20000,4770.66,0.2385,4770.66,8,3,0,0,0,0,0,,150,73.3
C0688,1999-07-18,PA,627,697,2025-10-05,2,1,2000,576.54,0.2883,4502.78,7,2,0,0,0,0,1,2019-01-20,132,126.5
C0689,1979-04-15,VA,551,553,2025-10-05,2,1,40000,32004.27,0.8001,32004.27,3,3,0,1,0,0,0,,174,129.5
C0690,1974-05-07,FL,635,748,2025-10-05,4,1,1000,194.83,0.1948,366568.08,12,3,1,0,0,0,0,,167,109.5
C0691,1967-11-14,WI,513,525,2025-10-05,4,1,15000,2135.62,0.1424,11656.87,11,3,1,0,0,0,0,,169,128.2
C0692,1966-04-07,TX,689,692,2025-10-05,3,1,5000,786.76,0.1574,154821.01,11,3,0,0,0,0,0,,130,78.7
C0693,1971-10-02,MA,764,770,2025-10-05,2,1,30000,11757.71,0.3919,15133.05,6,3,2,0,0,0,0,,176,106.5
C0694,1968-04-24,NY,582,675,2025-10-05,3,0,2000,206.53,0.1033,10029.04,11,2,0,1,1,1235,0,,128,65.7
C0695,1990-08-08,IN,763,501,2025-10-05,2,0,1000,520.16,0.5202,855.25,4,2,1,1,0,0,0,,67,43.0
C0696,1978-01-05,TN,779,732,2025-10-05,2,0,25000,5076.36,0.2031,5076.36,9,3,0,2,0,0,0,,145,142.0
C0697,1983-04-27,MO,594,481,2025-10-05,4,1,0,0.0,0.0,128422.36,9,3,2,1,0,0,0,,149,101.0
C0698,1985-10-20,NC,614,721,2025-10-05,3,0,40000,12118.37,0.303,18794.61,6,3,1,0,0,0,0,,136,86.3
C0699,1980-05-05,TN,627,571,2025-10-05,2,0,0,0.0,0.0,148639.26,6,3,1,0,1,1645,0,,86,53.0
C0700,1979-07-10,NJ,605,541,2025-10-05,3,0,10000,983.55,0.0984,5021.11,4,3,1,0,0,0,0,,116,82.0
C0701,1968-09-19,WA,732,786,2025-10-05,3,0,0,0.0,0.0,248069.15,10,3,1,1,0,0,0,,154,121.0
C0702,1992-09-16,NY,777,769,2025-10-05,2,0,20000,2849.22,0.1425,90361.9,4,2,0,0,1,1551,0,,116,58.0
C0703,1987-11-22,PA,612,541,2025-10-05,4,1,1000,850.84,0.8508,221014.72,11,2,1,0,0,0,0,,149,70.5
C0704,1998-06-23,MI,742,612,2025-10-05,3,2,2000,428.58,0.2143,316198.29,12,3,1,2,0,0,0,,85,72.0
C0705,1991-03-10,PA,777,554,2025-10-05,2,1,1000,681.73,0.6817,86161.23,8,3,0,0,0,0,0,,183,112.0
C0706,1976-09-16,OH,716,662,2025-10-05,4,0,35000,18026.36,0.515,18026.36,13,3,2,0,0,0,0,,181,111.8
C0707,1979-05-28,IL,507,664,2025-10-05,4,0,11000,7754.44,0.7049,84062.57,10,3,1,2,0,0,0,,185,107.5
C0708,1994-01-18,MI,662,628,2025-10-05,3,1,30000,24914.4,0.8305,47900.19,4,3,0,3,0,0,0,,110,70.0
C0709,1991-09-17,IL,751,743,2025-10-05,2,1,20000,8541.0,0.427,109636.77,5,3,0,0,0,0,0,,122,120.0
C0710,1989-04-09,AZ,573,786,2025-10-05,3,0,2000,980.8,0.4904,437459.48,9,3,1,0,0,0,0,,89,45.3
C0711,1986-11-03,MA,758,641,2025-10-05,3,0,0,0.0,0.0,236435.63,9,3,0,2,0,0,0,,98,77.7
C0712,1988-02-18,AZ,618,529,2025-10-05,2,0,7000,927.88,0.1326,927.88,6,2,0,0,0,0,0,,51,28.5
C0713,1968-05-13,WI,553,550,2025-10-05,2,0,0,0.0,0.0,27968.36,11,3,2,1,0,0,0,,113,90.5
C0714,1967-02-07,MO,670,690,2025-10-05,3,0,30000,12089.46,0.403,21344.55,12,3,2,1,0,0,0,,165,119.0
C0715,2000-04-16,AZ,563,591,2025-10-05,2,0,30000,12220.45,0.4073,249361.78,4,3,1,1,0,0,0,,123,92.5
C0716,1986-05-01,AZ,737,576,2025-10-05,3,2,0,0.0,0.0,175657.93,4,2,0,0,0,0,0,,155,120.3
C0717,1977-12-04,CO,693,519,2025-10-05,4,0,31000,28147.71,0.908,34973.73,11,3,1,0,0,0,0,,95,68.5
C0718,1980-12-20,AZ,547,725,2025-10-05,3,1,10000,6145.41,0.6145,180295.45,10,2,2,0,0,0,0,,175,106.3
C0719,1990-04-18,NC,639,551,2025-10-05,3,0,30000,1722.68,0.0574,145439.75,5,3,1,0,0,0,0,,138,115.3
C0720,1983-07-15,IN,785,568,2025-10-05,2,0,0,0.0,0.0,614721.22,14,3,2,0,0,0,0,,109,91.0
C0721,1987-05-09,VA,494,593,2025-10-05,4,0,90000,35733.18,0.397,35733.18,11,3,1,0,0,0,0,,160,67.5
C0722,1997-08-15,FL,552,637,2025-10-05,4,0,0,0.0,0.0,111414.47,10,3,0,0,0,0,0,,181,105.0
C0723,1995-06-07,VA,587,520,2025-10-05,2,0,0,0.0,0.0,24177.29,5,2,0,2,0,0,0,,182,104.5
C0724,1985-07-02,MO,537,489,2025-10-05,3,0,5000,4021.77,0.8044,24021.82,10,3,2,0,0,0,0,,187,154.7
C0725,1979-12-05,CA,700,580,2025-10-05,4,0,0,0.0,0.0,231191.51,12,3,0,0,1,242,0,,102,67.2
C0726,1981-09-19,MO,496,720,2025-10-05,4,0,5000,1884.67,0.3769,271365.24,8,3,0,0,0,0,0,,109,77.0
C0727,1991-05-05,AZ,609,513,2025-10-05,2,0,5000,994.47,0.1989,10064.5,7,2,1,0,0,0,0,,181,105.0
C0728,1986-04-13,MO,485,543,2025-10-05,2,0,30000,20560.03,0.6853,27555.93,4,2,1,0,0,0,0,,75,43.5
C0729,1980-08-18,NC,780,574,2025-10-05,3,1,30000,22836.8,0.7612,41656.06,8,3,0,1,0,0,0,,127,65.0
C0730,1981-08-24,CO,494,554,2025-10-05,2,1,0,0.0,0.0,2112.67,6,3,1,1,0,0,0,,129,99.5
C0731,1994-03-24,VA,776,660,2025-10-05,3,0,0,0.0,0.0,39325.69,10,2,1,1,0,0,0,,172,72.7
C0732,1975-03-24,IN,736,738,2025-10-05,2,0,2000,647.87,0.3239,1472.04,6,2,0,2,0,0,0,,184,105.0
C0733,1996-03-18,NY,530,750,2025-10-05,3,0,1000,406.12,0.4061,399494.6,15,2,1,1,0,0,0,,173,147.3
C0734,1998-01-27,TX,578,567,2025-10-05,3,0,20000,5859.57,0.293,10838.86,12,3,1,2,0,0,0,,165,101.7
C0735,1968-01-14,IL,530,738,2025-10-05,2,1,3000,757.67,0.2526,757.67,6,2,2,0,0,0,0,,123,98.5
C0736,1979-02-23,IL,667,705,2025-10-05,2,0,0,0.0,0.0,7397.81,7,2,0,0,0,0,0,,35,33.0
C0737,1965-04-17,MA,572,674,2025-10-05,3,0,2000,740.75,0.3704,310701.53,12,3,1,1,0,0,0,,53,33.3
C0738,1988-01-20,WI,589,688,2025-10-05,3,1,0,0.0,0.0,41495.27,7,2,2,0,1,1504,0,,78,65.0
C0739,1995-11-16,CA,640,718,2025-10-05,2,0,10000,9119.13,0.9119,21573.45,4,3,0,0,0,0,0,,80,55.0
C0740,1965-09-18,MI,746,733,2025-10-05,4,0,31000,20086.18,0.6479,38299.32,14,2,0,1,0,0,0,,159,99.8
C0741,1965-01-17,NJ,627,522,2025-10-05,4,1,0,0.0,0.0,57185.89,10,3,1,1,1,1728,0,,130,87.2
C0742,1999-05-01,TN,732,677,2025-10-05,2,0,0,0.0,0.0,69584.6,5,3,0,2,0,0,0,,134,83.5
C0743,1992-03-04,FL,713,707,2025-10-05,2,0,0,0.0,0.0,235380.56,6,3,0,0,0,0,0,,161,101.0
C0744,1998-03-08,AZ,763,628,2025-10-05,4,0,25000,3225.22,0.129,218336.77,14,3,1,0,0,0,0,,144,46.5
C0745,1998-05-27,VA,576,723,2025-10-05,4,0,50000,19530.85,0.3906,20227.11,14,3,1,2,0,0,0,,174,92.8
C0746,1982-07-03,VA,571,731,2025-10-05,3,0,0,0.0,0.0,231280.35,11,3,1,2,0,0,0,,152,122.3
C0747,1990-08-19,OH,682,747,2025-10-05,4,1,0,0.0,0.0,316265.66,9,2,3,0,0,0,0,,158,112.0
C0748,1979-05-22,TX,541,682,2025-10-05,2,0,25000,16554.52,0.6622,16554.52,3,1,1,0,0,0,0,,89,86.5
C0749,1967-02-13,PA,782,566,2025-10-05,2,0,7000,2867.0,0.4096,2867.0,6,3,1,0,0,0,0,,164,139.5
C0750,1989-09-16,NY,666,653,2025-10-05,3,0,0,0.0,0.0,66857.06,12,3,1,2,0,0,0,,123,66.3
C0751,1965-12-06,TX,784,542,2025-10-05,3,0,40000,17368.15,0.4342,23212.98,9,3,1,1,0,0,0,,166,105.7
C0752,1996-07-21,NC,697,622,2025-10-05,2,0,0,0.0,0.0,247322.31,7,3,1,1,0,0,0,,146,130.0
C0753,2001-02-17,NY,684,723,2025-10-05,4,1,30000,1479.23,0.0493,320147.18,8,3,1,0,0,0,0,,127,86.2
C0754,1979-04-28,MO,728,555,2025-10-05,2,0,0,0.0,0.0,319202.71,6,3,0,0,0,0,0,,150,108.0
C0755,1995-05-02,TX,535,608,2025-10-05,2,1,2000,596.45,0.2982,245373.74,6,3,0,0,0,0,0,,51,47.0
C0756,1982-09-19,NY,734,548,2025-10-05,2,1,0,0.0,0.0,28226.6,6,2,1,0,1,2146,0,,97,48.5
C0757,1976-06-01,AZ,530,514,2025-10-05,2,0,0,0.0,0.0,433676.78,7,2,1,0,0,0,0,,178,94.5
C0758,2002-03-25,PA,493,675,2025-10-05,3,0,10000,8692.54,0.8693,211578.52,5,2,0,0,0,0,0,,123,101.0
C0759,1969-05-06,MO,558,798,2025-10-05,3,0,5000,3494.12,0.6988,368085.93,9,3,0,2,0,0,0,,182,104.0
C0760,1980-10-27,PA,519,718,2025-10-05,3,0,25000,21236.75,0.8495,25865.24,8,3,3,0,0,0,0,,166,90.0
C0761,1999-06-13,IL,630,731,2025-10-05,2,0,2000,540.76,0.2704,5410.68,8,3,0,3,0,0,0,,92,59.0
C0762,1970-09-24,VA,757,756,2025-10-05,2,1,2000,1030.63,0.5153,12263.22,8,3,0,0,0,0,0,,107,58.5
C0763,1968-02-14,OH,496,540,2025-10-05,3,0,30000,12623.47,0.4208,262079.67,10,3,0,1,0,0,0,,98,79.3
C0764,1969-06-20,WI,710,672,2025-10-05,2,0,0,0.0,0.0,16048.02,3,2,0,1,0,0,0,,159,149.5
C0765,1990-06-01,NJ,715,496,2025-10-05,2,1,5000,4148.59,0.8297,123659.73,2,1,0,1,0,0,0,,141,84.5
C0766,1993-08-08,VA,765,564,2025-10-05,2,0,30000,3050.49,0.1017,50356.62,5,3,0,1,0,0,0,,100,98.0
C0767,2000-07-14,WA,700,639,2025-10-05,4,1,0,0.0,0.0,111768.76,11,3,1,0,0,0,1,2020-07-21,173,82.5
C0768,2002-11-13,TX,729,771,2025-10-05,3,0,15000,6810.41,0.454,24249.01,9,3,2,1,0,0,0,,70,52.0
C0769,1983-04-23,TX,763,723,2025-10-05,2,0,10000,7484.91,0.7485,11057.46,6,3,0,1,0,0,0,,66,38.5
C0770,1970-05-05,PA,739,680,2025-10-05,3,1,0,0.0,0.0,334970.81,10,2,0,0,0,0,0,,166,100.3
C0771,1974-12-13,NC,733,795,2025-10-05,4,1,1000,960.48,0.9605,89886.89,11,3,0,1,0,0,0,,124,65.0
C0772,1988-02-03,CA,625,511,2025-10-05,3,0,0,0.0,0.0,440654.1,8,3,1,1,0,0,0,,152,98.3
C0773,1984-08-12,NJ,782,545,2025-10-05,2,2,0,0.0,0.0,74685.53,4,3,2,0,0,0,0,,101,53.0
C0774,1971-03-03,WA,658,800,2025-10-05,2,0,0,0.0,0.0,40882.11,3,3,0,3,0,0,0,,182,167.0
C0775,1992-08-18,IN,674,699,2025-10-05,3,1,30000,9604.9,0.3202,198170.79,7,3,0,0,0,0,0,,157,113.0
C0776,1997-07-04,CA,662,659,2025-10-05,4,1,10000,3521.65,0.3522,54875.27,11,3,0,1,0,0,0,,184,141.0
C0777,1970-06-18,TX,605,600,2025-10-05,3,0,21000,2646.85,0.126,168961.57,11,3,2,1,0,0,0,,135,88.7
C0778,1985-07-01,GA,783,513,2025-10-05,3,0,20000,4470.59,0.2235,4470.59,9,3,0,0,0,0,0,,143,70.0
C0779,1991-07-25,TX,538,566,2025-10-05,4,0,2000,449.49,0.2247,33367.6,10,3,0,0,0,0,0,,122,99.5
C0780,2000-04-19,TN,755,499,2025-10-05,3,0,20000,1925.54,0.0963,324897.26,5,3,1,0,0,0,0,,129,76.3
C0781,1975-11-13,WA,696,616,2025-10-05,3,0,31000,19459.12,0.6277,92528.57,9,3,1,1,0,0,0,,91,35.3
C0782,1973-05-10,NJ,720,642,2025-10-05,4,1,7000,5648.12,0.8069,408915.65,11,3,0,1,1,509,0,,181,98.0
C0783,1996-03-03,WA,772,645,2025-10-05,4,0,0,0.0,0.0,509430.01,10,3,0,0,0,0,0,,135,79.8
C0784,1992-05-14,GA,730,585,2025-10-05,4,1,2000,790.39,0.3952,17170.64,16,3,0,1,0,0,0,,76,49.8
C0785,1995-02-12,NJ,734,565,2025-10-05,4,0,10000,6398.04,0.6398,271419.72,9,2,0,0,0,0,0,,125,93.8
C0786,1980-12-21,CO,666,583,2025-10-05,3,1,6000,2789.41,0.4649,7510.44,11,3,0,1,0,0,0,,185,104.7
C0787,1977-08-04,IL,518,627,2025-10-05,2,0,0,0.0,0.0,403252.51,5,3,0,1,0,0,0,,181,122.0
C0788,1984-01-13,NC,504,773,2025-10-05,4,1,7000,5496.34,0.7852,27882.23,14,3,1,2,0,0,0,,182,131.0
C0789,1989-06-15,NC,595,776,2025-10-05,3,1,0,0.0,0.0,580270.12,10,3,0,2,0,0,0,,161,105.3
C0790,1992-11-20,IL,783,619,2025-10-05,4,0,31000,28383.5,0.9156,360473.73,15,2,1,0,0,0,0,,160,106.8
C0791,1984-06-20,AZ,770,698,2025-10-05,3,0,0,0.0,0.0,401921.89,11,3,1,0,0,0,0,,181,84.3
C0792,1995-06-06,PA,657,634,2025-10-05,3,0,1000,384.71,0.3847,220352.68,6,2,0,1,0,0,0,,174,120.0
C0793,1985-05-24,CO,701,582,2025-10-05,2,1,0,0.0,0.0,218589.77,7,3,0,0,0,0,1,2023-02-19,188,96.0
C0794,2001-04-11,PA,685,799,2025-10-05,3,1,15000,6921.65,0.4614,27919.37,12,3,0,0,0,0,0,,100,78.0
C0795,1982-07-12,FL,760,489,2025-10-05,2,1,0,0.0,0.0,113294.37,6,2,1,0,0,0,0,,144,127.5
C0796,2001-04-19,IN,775,589,2025-10-05,3,0,3000,1877.0,0.6257,5939.54,13,3,3,0,0,0,0,,111,72.0
C0797,1976-11-25,IN,617,769,2025-10-05,2,0,0,0.0,0.0,157389.97,2,3,1,1,0,0,0,,147,112.5
C0798,1966-12-15,AZ,747,666,2025-10-05,3,2,10000,2888.19,0.2888,27773.06,3,2,0,1,0,0,0,,168,103.3
C0799,1993-05-27,TX,555,557,2025-10-05,2,0,0,0.0,0.0,66351.68,4,3,0,0,0,0,0,,180,90.0
C0800,1991-11-16,IL,702,643,2025-10-05,2,0,0,0.0,0.0,170974.26,5,2,0,0,0,0,0,,96,80.0
C0801,1984-04-09,IL,584,616,2025-10-05,2,1,0,0.0,0.0,146085.06,6,2,0,0,0,0,0,,150,105.5
C0802,1992-07-03,MA,562,787,2025-10-05,2,0,10000,3527.72,0.3528,15092.16,5,2,1,2,0,0,0,,98,88.5
C0803,1995-10-13,IN,687,538,2025-10-05,3,0,10000,2611.38,0.2611,522533.59,13,3,0,1,0,0,0,,165,96.3
C0804,1997-12-14,IN,578,605,2025-10-05,2,0,1000,658.98,0.659,61756.25,3,3,1,2,0,0,0,,54,28.0
C0805,1967-06-23,IN,717,766,2025-10-05,2,1,7000,2930.63,0.4187,2930.63,10,3,2,1,0,0,0,,77,51.0
C0806,1970-02-25,OH,696,583,2025-10-05,3,0,0,0.0,0.0,222421.72,11,3,0,3,0,0,0,,139,99.0
C0807,1987-03-21,WI,619,494,2025-10-05,2,0,0,0.0,0.0,265097.26,11,3,0,0,0,0,0,,173,130.5
C0808,1967-10-21,PA,622,501,2025-10-05,3,0,50000,44450.28,0.889,51642.11,11,3,0,0,0,0,0,,139,123.7
C0809,1986-07-04,CA,490,522,2025-10-05,4,0,13000,10722.58,0.8248,120154.47,8,3,1,0,0,0,0,,119,67.8
C0810,1971-05-08,TN,788,512,2025-10-05,4,1,0,0.0,0.0,369990.33,6,2,0,3,0,0,1,2021-03-13,157,70.8
C0811,1998-09-19,MO,666,683,2025-10-05,4,1,30000,28528.27,0.9509,100355.59,15,2,1,0,0,0,0,,145,84.8
C0812,1979-08-12,PA,600,772,2025-10-05,2,0,0,0.0,0.0,385981.05,10,2,2,1,0,0,0,,122,119.0
C0813,1994-11-19,TN,747,734,2025-10-05,2,1,2000,1842.9,0.9214,130770.53,4,2,0,0,1,1461,0,,158,131.0
C0814,1974-06-01,CO,601,640,2025-10-05,3,0,1000,830.02,0.83,48822.24,12,3,0,0,0,0,0,,181,116.7
C0815,1971-05-14,TX,779,600,2025-10-05,2,0,1000,231.43,0.2314,4587.66,3,3,0,0,0,0,0,,124,86.0
C0816,1972-12-05,VA,591,534,2025-10-05,2,1,32000,23068.91,0.7209,23068.91,6,2,1,0,0,0,0,,115,68.5
C0817,1984-06-15,AZ,589,705,2025-10-05,3,0,40000,21829.34,0.5457,28379.4,8,2,1,0,0,0,0,,71,51.0
C0818,1998-08-12,CO,610,731,2025-10-05,4,1,36000,7047.5,0.1958,107265.6,14,3,0,2,1,922,0,,122,98.2
C0819,1971-08-24,MA,537,759,2025-10-05,4,0,2000,621.47,0.3107,210988.73,12,3,0,1,0,0,0,,188,77.2
C0820,1985-02-10,NY,723,622,2025-10-05,2,1,10000,574.5,0.0575,13008.05,5,2,3,0,0,0,0,,176,121.5
